Mascot_ID,name,team,date_unveiled,mhof_nominated_year,mhof_inducted_date,history,student_pro,image_file,image_url,character_type,maker,variety,sub_variety,current_character,selection_process,performer_type,year_retired,website
392,"Bernie ""Saint"" Bernard",446,,,,,0,c:\mhof\DIV-I\metro-aac\siena.jpg,,1,,2,,1,,,,
393,Wil D Cat,454,,,,,0,C:\MHOF\Div-I\MidEast-AC\bethune.jpg,,1,,6,8,1,,,,
394,Coppin Bald Eagle,447,,,,,0,C:\MHOF\Div-I\MidEast-AC\coppin.jpg,,1,,10,23,1,,,,
395,Hornet,448,,,,,0,C:\MHOF\Div-I\MidEast-AC\dsu.jpg,,1,,15,,1,,,,
396,Rattler,455,,,,,0,C:\MHOF\Div-I\MidEast-AC\famu.jpg,,1,,21,,1,,,,
397,Pirates,449,,,,,0,C:\MHOF\Div-I\MidEast-AC\hampton.png,,3,,3,,1,,,,
398,Bison,450,,,,,0,C:\MHOF\Div-I\MidEast-AC\howard.jpg,,6,,,,1,,,,
399,Benny the Bear,452,,,,there appear to be multiple mascots but am not able to confirm,0,C:\MHOF\Div-I\MidEast-AC\morgan.png,,1,,5,,1,,,,
400,Spartan,453,,,,,0,C:\MHOF\Div-I\MidEast-AC\norfolk.jpg,,3,,3,,1,,,,
401,Bulldog,456,,,,,0,C:\MHOF\Div-I\MidEast-AC\ncat.jpg,,1,,2,,1,,,,
402,North Carolina Eagle,457,,,,,0,C:\MHOF\Div-I\MidEast-AC\nccu.jpg,,1,,10,23,1,,,,
403,Savannah Tiger,458,,,,,0,C:\MHOF\Div-I\MidEast-AC\savannah.jpg,,1,,6,1,1,,,,
404,Bulldogs,459,,,,,0,C:\MHOF\Div-I\MidEast-AC\scsu.jpg,,1,,2,,1,,,,
405,Harry T. Hawk,451,,,,,0,C:\MHOF\Div-I\MidEast-AC\umes-harry.jpg,,1,,10,24,1,,,,
406,HH3,451,,,,,0,C:\MHOF\Div-I\MidEast-AC\umes-hh3.jpg,,1,,10,24,1,,,,
407,Kaboom!,460,,,,,0,C:\MHOF\Div-I\Miss_Valley\kaboom.jpg,,1,,7,,1,,,,
408,Spike,461,,,,,0,C:\MHOF\Div-I\Miss_Valley\drake.jpg,,1,,2,,1,,,,
409,Reggie Redbird,463,,,,,0,C:\MHOF\Div-I\Miss_Valley\illinoisstate.jpg,,1,,10,45,1,,,,
410,Sycamore Sam,464,,,,,0,C:\MHOF\Div-I\Miss_Valley\sam.jpg,,1,,6,,1,,,,
411,LU Wolf,465,,,,,0,C:\MHOF\Div-I\Miss_Valley\luwolf.jpg,http://loyolaphoenix.com/2013/02/loyolas-mascot-cheerful-derelict-wolf/,1,,17,,1,,,,
412,Boomer the Bear,466,,,,,0,C:\MHOF\Div-I\Miss_Valley\boomer.jpg,,1,,5,,1,,,,
413,Salukis,468,,,,,0,C:\MHOF\Div-I\Miss_Valley\salukis.jpg,,1,,2,,1,,,,
414,Ace Purple,462,,,,,0,C:\MHOF\Div-I\Miss_Valley\ace.jpg,,3,,3,,1,,,,
415,TC the Panther,467,,,,,0,C:\MHOF\Div-I\Miss_Valley\tc.png,https://tc.uni.edu/tc-profile,1,4,6,2,1,,,,
416,Crusader,469,,,,,0,C:\MHOF\Div-I\Miss_Valley\valpa.jpg,,3,,3,,1,,,,
444,YoJo,586,,,,,0,C:\MHOF\Independants\yojo.jpg,http://www.yojo.com/,1,,7,,1,,,,
445,Birdzerk,587,,,,,0,C:\MHOF\Independants\Birdzerk.jpg,http://www.birdzerk.com/,1,,10,,1,,,,
446,UW-Eau Claire,870,,,,,0,C:\MHOF\DIV-III\Wisconsin\eauclaire.jpg,,1,,10,,1,,,,
447,Stryker the Eagle,871,,,,,0,C:\MHOF\DIV-III\Wisconsin\la crosse.jpg,,1,,10,23,1,,,,
448,Clash,872,,,,,0,C:\MHOF\DIV-III\Wisconsin\clash.png,,3,,3,,1,,,,
449,Pioneer Pete,873,,,,,0,C:\MHOF\DIV-III\Wisconsin\pioneer pete.jpg,,3,,3,,1,,,,
450,Freddy Falcon,874,,,,,0,C:\MHOF\DIV-III\Wisconsin\freddie.jpg,,1,,10,28,1,,,,
451,Stevie Pointer,875,,,,,0,C:\MHOF\DIV-III\Wisconsin\stevie.jpg,,1,,2,,1,,,,
452,Blue Devils,876,,,,,0,C:\MHOF\DIV-III\Wisconsin\stout.jpg,,3,,3,,1,,,,
453,Willie Warhawk,877,,,,,0,C:\MHOF\DIV-III\Wisconsin\willy.jpg,,1,,10,24,1,,,,
454,Scottish Terrier,851,,,,,0,C:\MHOF\DIV-III\USA South\agnes.jpg,,1,,2,,1,,,,
455,Mr. and Mrs. Tiger,852,,,,,0,C:\MHOF\DIV-III\USA South\averett.jpg,,6,,,,1,,,,
456,NO MASCOT,853,,,,,0,C:\MHOF\DIV-III\USA South\berea.jpg,,5,,,,1,,,,
457,NO MASCOT,854,,,,,0,C:\MHOF\DIV-III\USA South\brevard.jpg,,5,,,,1,,,,
458,NO MASCOT,855,,,,,0,C:\MHOF\DIV-III\USA South\covenant.jpg,,5,,,,1,,,,
459,Panther,856,,,,,0,C:\MHOF\DIV-III\USA South\ferrum.jpg,,1,,6,2,1,,,,
460,NO MASCOT,857,,,,,0,C:\MHOF\DIV-III\USA South\greensboro.jpg,,5,,,,1,,,,
461,Hawk,858,,,,,0,C:\MHOF\DIV-III\USA South\huntington.jpg,,1,,10,24,1,,,,
462,Pouncer,859,,,,,0,C:\MHOF\DIV-III\USA South\pouncer.jpg,,1,,6,2,1,,,,
463,Gladys the Fighting Squirrel,860,,,,,0,C:\MHOF\DIV-III\USA South\gladys.jpg,,1,,23,,1,,,,
464,NO MASCOT,861,,,,,0,C:\MHOF\DIV-III\USA South\maryville.png,,5,,,,1,,,,
465,NO MASCOT,862,,,,,0,C:\MHOF\DIV-III\USA South\m.jpg,,5,,,,1,,,,
466,NO MASCOT,863,,,,,0,C:\MHOF\DIV-III\USA South\meth univ.jpg,,5,,,,1,,,,
467,Wes,864,,,,,0,C:\MHOF\DIV-III\USA South\ncwesleyan.jpg,,3,,3,,1,,,,
468,Freddie the Falcon,865,,,,,0,C:\MHOF\DIV-III\USA South\falcon.jpg,,1,,10,28,1,,,,
469,Lion,866,,,,,0,C:\MHOF\DIV-III\USA South\piedmont.jpg,,1,,6,3,1,,,,
471,Charger,868,,,,,0,C:\MHOF\DIV-III\USA South\wesleyan.jpg,,1,,17,,1,,,,
472,Pacer,869,,,,,0,C:\MHOF\DIV-III\USA South\willpeace.jpg,,1,,7,,1,,,,
473,Willie the Wildcat,536,,,,,0,C:\MHOF\DIV-I\Southland\abilene.jpg,,1,,6,8,1,,,,
474,Mingo,538,,,,,0,C:\MHOF\DIV-I\Southland\mingo.jpg,,1,,2,,1,,,,
475,Big Red,540,,,,"In 1932, John Gray, as football coach and athletics director, changed Lamar University's mascot from the Brahmas to the Cardinals and the school colors from maroon and gray to red and blue. The colors changed in 1960 to red and white. A student dressed in a larger-than-life cardinal costume, affectionately known as Big Red, cheers at athletic events and represents the university at on-campus and community events. Although he has had different images throughout the years, that still hasn’t stopped him from spreading spirit on campus and throughout the community. The new and improved mascot uniform was introduced at the end of the 2011 LU football season, as he led the team onto the field. Big Red’s character can best be described as someone who likes to pump up the crowd, joke around, groove to music, and greet fans.",0,C:\MHOF\DIV-I\Southland\big red.jpg,http://www.lamarcardinals.com/sports/2017/7/12/mascots.aspx,1,4,10,21,1,,,,
476,Rowdy,541,,,,,0,C:\MHOF\DIV-I\Southland\rowdy.jpg,,3,,3,,1,,,,
477,Colonel Tillou,543,,,,,0,C:\MHOF\DIV-I\Southland\col.jpg,,3,,3,,1,,,,
478,Vic the Demon,544,,,,,0,C:\MHOF\DIV-I\Southland\vic.jpg,,3,,3,,1,,,,
479,Sammy Bearkat,545,,,,,0,C:\MHOF\DIV-I\Southland\sammy.jpg,,1,,6,12,1,,,,
480,Roomie the Lion,546,,,,,0,C:\MHOF\DIV-I\Southland\roomie.jpg,,1,,6,3,1,,,,
481,Lumberjacks,547,,,,,0,C:\MHOF\DIV-I\Southland\lumberjacks.jpg,,4,,3,,1,,,,
482,Izzy the Islander,548,,,,,0,C:\MHOF\DIV-I\Southland\texam.jpg,,3,,3,,1,,,,
483,Bruce D. Bear,537,,,,,0,C:\MHOF\DIV-I\Southland\centark.jpg,,1,,5,,1,,,,
484,Captain BrUNO,542,,,,,0,C:\MHOF\DIV-I\Southland\bruno.jpg,,3,,3,,1,,,,
485,Cardinal,539,,,,,0,C:\MHOF\DIV-I\Southland\incarnate.jpg,,1,,10,21,1,,,,
486,Tupper the Bulldog,494,,,,,0,C:\MHOF\Div-I\Northeast\bryant.jpg,,1,,2,,1,,,,
487,Kizer the Blue Devil,495,,,,,0,C:\MHOF\Div-I\Northeast\kizer.jpg,,3,,3,,1,,,,
488,Nitro the Knight,496,,,,,0,C:\MHOF\Div-I\Northeast\knightro.jpg,,1,,1,,1,,,,
489,Blackbird,497,,,,,0,C:\MHOF\Div-I\Northeast\liu.jpg,,1,,10,51,1,,,,
490,Emmit S. Burg,498,,,,,0,C:\MHOF\Div-I\Northeast\mount.jpg,,3,,3,,1,,,,
492,Big Red the Pioneer,500,,,,,0,C:\MHOF\Div-I\Northeast\bigred2.jpg,,3,,3,,1,,,,
493,Frankie the Friar,502,,,,,0,C:\MHOF\Div-I\Northeast\frankiethefriar.jpg,,3,,3,,1,,,,
494,Rocky the Terrier,501,,,,,0,C:\MHOF\Div-I\Northeast\rocky.jpg,,1,,2,,1,,,,
495,Seahawk,503,,,,,0,C:\MHOF\Div-I\Northeast\wagner.jpg,,1,,10,24,1,,,,
498,ROMO,499,,,,,0,C:\MHOF\Div-I\Northeast\romo.jpg,,3,,3,,1,,,,
499,The Governor,504,,,,,0,C:\MHOF\Div-I\Ohio Valley\austinpea.jpg,,3,,3,,1,,,,
500,Bruiser the Bruin,505,,,,,0,C:\MHOF\Div-I\Ohio Valley\belmont.jpg,,1,,5,,1,,,,
501,Billy the Panther,506,,,,,0,C:\MHOF\Div-I\Ohio Valley\billy.jpg,,1,,6,2,1,,,,
502,The Colonel,507,,,,,0,C:\MHOF\Div-I\Ohio Valley\colonel.jpg,,3,,3,,1,,,,
503,Cocky,508,,,,,0,C:\MHOF\Div-I\Ohio Valley\cocky.jpg,,1,,10,30,1,,,,
504,Beaker,509,,,,,0,C:\MHOF\Div-I\Ohio Valley\beaker.jpg,,1,,10,23,1,,,,
505,Dunker,510,,,,,0,C:\MHOF\Div-I\Ohio Valley\dunker.jpg,,1,,1,,1,,,,
506,Rowdy the Redhawk,511,,,,,0,C:\MHOF\Div-I\Ohio Valley\rowdy.jpg,,1,,10,24,1,,,,
507,Eddie the Cougar,512,,,,,0,C:\MHOF\Div-I\Ohio Valley\eddie.jpg,,1,,6,11,1,,,,
508,Aristocat the Tiger,513,,,,,0,C:\MHOF\Div-I\Ohio Valley\aristocat.jpg,,1,,6,1,1,,,,
509,Awesome Eagle,514,01-Nov-60,,,"Official mascot for the TTU Golden Eagles. 

Think Big Bird, but with more push-ups & better dancing.

Winner of the 2014, 2015 and 2018 UCA Open Mascot National Championship.",0,C:\MHOF\Div-I\Ohio Valley\tech2.jpg,,1,14,10,23,1,Try Out process,,,
510,Captain Skyhawk,515,,,,,0,C:\MHOF\Div-I\Ohio Valley\skyhawk.jpg,,1,,10,24,1,,,,
511,Clawed Z. Eagle,516,,,,,0,C:\MHOF\Div-I\Patriot\au.jpg,,1,,10,23,1,,,,
512,Rhett the Boston Terrier,518,,,,,0,C:\MHOF\Div-I\Patriot\rhett.jpg,,1,,2,,1,,,,
513,Bucky the Bison,519,,,,,0,C:\MHOF\Div-I\Patriot\bucky.jpg,,1,,16,,1,,,,
514,Raider,520,,,,,0,C:\MHOF\Div-I\Patriot\colgate.jpg,,3,,3,,1,,,,
515,Caped Crusader,521,,,,,0,C:\MHOF\Div-I\Patriot\crusader.jpg,,3,,3,,1,,,,
516,Leopard,522,,,,,0,C:\MHOF\Div-I\Patriot\lafayette.gif,,1,,6,16,1,,,,
517,Clutch the Mountain Hawk,523,,,,,0,C:\MHOF\Div-I\Patriot\lehigh.jpg,,1,,10,24,1,,,,
518,Iggy the Greyhound,524,,,,,0,C:\MHOF\Div-I\Patriot\iggy.jpg,,1,,2,,1,,,,
519,BlackJack,517,,,,,0,C:\MHOF\Div-I\Patriot\army.jpg,,1,,1,,1,,,,
520,Bill the Goat,525,,,,,0,C:\MHOF\Div-I\Patriot\navy.jpg,,1,,14,,1,,,,
521,Bucky the Pirate,528,01-Jan-91,,,"A brief history begins with a Buccaneer, who once roamed a vast area which stretched from the Florida Keys Northward. Johnson City, home of ETSU, is located among the mountains of Eastern Tennessee and is a great distance from the ocean. For this reason, one might wonder why ETSU would select a Buccaneer as their mascot. The answer is not that simple. Apparently, geologists and archaeologists teamed up and discovered an underground river near the university several years ago. Named Pirate Creek, it evidently winds its way through many subterranean tunnels. It is thought that these caverns at one time channeled all the way to the Atlantic Ocean. Soon after this discovery, the legend of buccaneer, Jean Paul LeBucque was found in history books. The legend tells that LeBucque was a nuisance and terror. Evidently, he was looking for a place to hide his great store of gold and treasure, and find safety for himself. He sailed north in search of a new home and began to look inland. Legend states that he discovered the underground river near Johnson City and called Pirate Creek his home. Geologists feel that the upheaval of the earth's crust, which now blocks the channel, possibly killed LeBucque. This legend is widely accepted and is one way to explain why an inland school would choose a pirate nickname",0,C:\MHOF\Div-I\Southern\etsu.jpg,,3,,3,,1,Formal try out,One Performer,,
522,Victor the Paladin,529,,,,,0,C:\MHOF\Div-I\Southern\victor.jpg,,3,,3,,1,,,,
523,Toby,530,,,,,0,C:\MHOF\Div-I\Southern\mercer.jpg,,1,,5,,1,,,,
524,Spike the Bulldog,531,01-Aug-09,,,,0,C:\MHOF\Div-I\Southern\samford.jpg,,1,,2,,1,Tryouts,,,
525,Spike,527,,,,,0,C:\MHOF\Div-I\Southern\spike.jpg,,1,,2,,1,,,,
526,Spiro,532,,,,,0,C:\MHOF\Div-I\Southern\uncg.jpg,,3,,3,,1,,,,
527,Scrappy,526,01-Jan-96,,,"Named after legendary football coach A.C. ""Scrappy"" Moore, Scrappy, the Chattanooga mascot, is a fixture for the Mocs. A re-design in 2008 puts Scrappy in the image of the State Bird of Tennessee, a Mockingbird.

The mockingbird is known as a fierce protector of its nest and environment. It is sometimes seen swooping down a dog, cat or predator that may be venturing too close to the bird's protected territory.

Once described by ""Late Night"" host Jimmy Fallon as ""a sledge-hammer wielding mockingbird with a heart of Blue & Gold,"" Scrappy symbolizes that competitive passion.",0,C:\MHOF\Div-I\Southern\scrappy.jpeg,,1,24,10,,1,Audition,,,
528,Moe the Kangaroo,533,,,,,0,C:\MHOF\Div-I\Southern\vmi.jpg,,1,,25,,1,,,,
529,Paws the Catamount,534,,,,,0,C:\MHOF\Div-I\Southern\wcu.jpg,,1,,6,18,1,,,,
530,Boss,535,01-Jan-01,,,"The fearless leader of the Terriers, ""Boss"" (short for Boston terrier) has entertained Wofford fans since 2001 at football, basketball and baseball contests and countless community and school events.  For football, basketball and baseball, Boss comes with custom helmet or hat and uniforms for each sport.  Boss is also the only mascot in the NCAA with his own holiday, October 16 is National Boss's Day.  Well, maybe it's not just for him but we let him think so.",0,C:\MHOF\Div-I\Southern\boss.jpg,,1,,2,,1,Audition,,,
531,Butch,549,,,,,0,C:\MHOF\DIV-I\Southwestern\alaam.jpg,,1,,2,,1,,,,
532,Hornet,550,,,,,0,C:\MHOF\DIV-I\Southwestern\alastate.jpg,,1,,15,,1,,,,
533,NO MASCOT,551,,,,,0,C:\MHOF\DIV-I\Southwestern\alcorn.jpg,,5,,,,1,,,,
534,Grambling Tiger,555,,,,,0,C:\MHOF\DIV-I\Southwestern\gramb2.jpg,,1,,6,1,1,,,,
535,Wavee Dave,552,,,,,0,C:\MHOF\DIV-I\Southwestern\jackstate.jpg,,1,,6,1,1,,,,
536,Delta Devil,553,,,,,0,C:\MHOF\DIV-I\Southwestern\ddevil.jpg,,3,,3,,1,,,,
537,Panther,556,,,,,0,C:\MHOF\DIV-I\Southwestern\pv.jpg,,1,,6,2,1,,,,
538,LaCumba,557,,,,,0,C:\MHOF\DIV-I\Southwestern\lacumba.jpg,,1,,6,6,1,,,,
539,The Lions,558,,,,,0,C:\MHOF\DIV-I\Southwestern\texsouth.jpg,,1,,6,1,1,,,,
540,The Lion,554,,,,,0,C:\MHOF\DIV-I\Southwestern\pinebluff.jpg,,1,,6,3,1,,,,
541,Don the Mastodon,560,,,,,0,C:\MHOF\DIV-I\Summit\mast.jpg,,1,,12,,1,,,,
542,Thundar,562,,,,,0,C:\MHOF\DIV-I\Summit\ndsu.jpg,,1,,16,,1,,,,
543,Eli,563,,,,,0,C:\MHOF\DIV-I\Summit\oru.jpg,,1,,10,23,1,,,,
544,Jack the Jackrabbit,565,,,,,0,C:\MHOF\DIV-I\Summit\jackrabbit.jpg,,1,,26,,1,,,,
545,Denver Boone,559,,,,"Denver Boone was the official mascot of the University of Denver from 1968 to 1998. He was designed by a Walt Disney artist and named by a DU student. Despite being retired and replaced by the DU administration in 1998, he was revived by independent members of the DU student and alumni community in 2009.",0,C:\MHOF\DIV-I\Summit\boone.jpg,https://en.wikipedia.org/wiki/Denver_Boone,3,,3,,1,,,,
546,Durango,561,,,,,0,C:\MHOF\DIV-I\Summit\omaha.jpg,,1,,16,,1,,,,
547,Jack the Coyote,564,,,,,0,C:\MHOF\DIV-I\Summit\jack.jpg,,1,,20,,1,,,,
548,Rocky the Bulldog,566,,,,,0,C:\MHOF\DIV-I\Summit\rocky.jpg,,1,,2,,1,,,,
550,Cougar,578,,,,,0,C:\MHOF\DIV-I\WesternAthletic\chistate.jpg,,1,,6,11,1,,,,
551,Thunder the Antelope,579,,,,,0,C:\MHOF\DIV-I\WesternAthletic\thunder.jpg,,1,,14,,1,,,,
552,Pistol Pete,581,,,,,0,C:\MHOF\DIV-I\WesternAthletic\nmstate.jpg,,4,,3,,1,,,,
553,Rudy the Redhawk,582,,,,,0,C:\MHOF\DIV-I\WesternAthletic\rudy.jpg,,1,,10,24,1,,,,
554,Kasey the Kangaroo,580,,,,,0,C:\MHOF\DIV-I\WesternAthletic\umkc.jpg,,1,,25,,1,,,,
555,NO MASCOT,583,,,,,0,C:\MHOF\DIV-I\WesternAthletic\vaqueros.png,,5,,,,1,,,,
556,Willy the Wolverine,584,,,,,0,C:\MHOF\DIV-I\WesternAthletic\willy.jpg,,1,,23,,1,,,,
557,Rowdy the Roadrunner,577,,,,,0,C:\MHOF\DIV-I\WesternAthletic\runners.jpg,,1,,10,40,1,,,,
558,Spike the Bulldog,568,,,,,0,C:\MHOF\DIV-I\WestCoast\spike.jpg,,1,,2,,1,,,,
559,Iggy the Lion,569,,,,,0,C:\MHOF\DIV-I\WestCoast\iggy.jpg,,1,,6,3,1,,,,
560,Willie the Wave,571,,,,,0,C:\MHOF\DIV-I\WestCoast\willie.jpg,,3,,3,,1,,,,
561,Gael,573,,,,,0,C:\MHOF\DIV-I\WestCoast\gael.jpg,,3,,3,,1,,,,
562,Bucky the Bronco,576,,,,,0,C:\MHOF\DIV-I\WestCoast\bucky.png,,1,,1,,1,,,,
563,Wally Pilot,572,,,,"Wally's Story… 

After a five year sabbatical, Wally, the beloved University of Portland mascot, finally made his return to The Bluff in the summer of 2009. His first official game will be on August 28, 2009 at the Pilot women’s soccer home opener versus Cal. Since his last appearance, Wally has made several improvements to his physique in order to keep up with the other mascots around the nation (see the below photo gallery and video). However, not all this time was spent in the weight room. Wally, a Riverboat Pilot himself, took this opportunity to visit many of the hometowns of our student-athletes from around the world. Stay tuned and check below for Wally’s postcard series about his adventures abroad over the coming months.",0,C:\MHOF\DIV-I\WestCoast\wally.jpg,http://www.portlandpilots.com/sports/2009/7/30/GEN_0730092744.aspx,3,,3,,1,,,,
564,Diego Torero,574,,,,"In the fall of 2006, University of San Diego students were asked to name the new university mascot. In an open voting for 3 monthes, Diego Torero was named. Diego appears at all USD men's and women's basketball games, football games, and various other athletic functions. Diego Torero makes public appearances and has appears with local FOX and NBC stations and as part of local fundraisers.",0,C:\MHOF\DIV-I\WestCoast\diego.jpg,http://www.usdtoreros.com/trads/diego-torero-home.html,3,,3,,1,,,,
565,Don Francisco,575,,,,,0,C:\MHOF\DIV-I\WestCoast\don.jpg,,3,,3,,1,,,,
566,Powercat,570,,,,,0,C:\MHOF\DIV-I\WestCoast\powercat.jpg,,1,,6,1,1,,,,
567,Billy Bronco,878,,,,,0,C:\MHOF\DIV-II\CalCollegiate\broncobilly.png,,1,,1,,1,,,,
568,Crash the Cougar,885,,,,,0,C:\MHOF\DIV-II\CalCollegiate\crash.jpg,,1,,6,11,1,,,,
569,Willie the Wildcat,879,,,,,0,C:\MHOF\DIV-II\CalCollegiate\chico.jpg,,1,,6,8,1,,,,
570,Teddy the Toro,880,,,,,0,C:\MHOF\DIV-II\CalCollegiate\toro.png,,1,,16,,1,,,,
571,Pioneer Pete,881,,,,,0,C:\MHOF\DIV-II\CalCollegiate\pete.jpg,,3,,3,,1,,,,
572,Eddie the Golden Eagle,882,,,,,0,C:\MHOF\DIV-II\CalCollegiate\eddie.jpg,,1,,10,23,1,,,,
573,Monte Rey Otter,883,,,,,0,C:\MHOF\DIV-II\CalCollegiate\ottor.jpg,,1,,23,,1,,,,
574,Cody the Coyote,884,,,,,0,C:\MHOF\DIV-II\CalCollegiate\cody.jpg,,1,,20,,1,,,,
575,Titus The Warrior,886,,,,"Stanislaus State's most beloved member, Titus the mascot has become not only a symbol of the Athletics Department but also one of the University's top ambassadors within the community. Titus has become an integral part of the overall fan experience at athletic events. Warrior fans young and old have been entertained by the lovable and mischievous antics as he roams the sidelines and stands at athletic events each year. In addition to athletic events, Titus has been known to frequent various campus and community events throughout the year while representing the Athletics Department and the University in a positive manner.

Contact Information:
Mascot Coordinator: Kellie Gratigny - (209) 667-3079 / kgratigny@csustan.edu",0,C:\MHOF\DIV-II\CalCollegiate\titus.jpg,http://www.warriorathletics.com/sports/2015/8/12/GEN_0812150230.aspx,3,,3,,1,,,,
576,Lucky Logger,888,,,,,0,C:\MHOF\DIV-II\CalCollegiate\lucky.jpg,,3,,3,,1,,,,
577,NO MASCOT,889,,,,,0,C:\MHOF\DIV-II\CalCollegiate\sfsu.jpg,,5,,,,1,,,,
578,Seawolves,890,,,,,0,C:\MHOF\DIV-II\CalCollegiate\seawolve.jpg,,1,,17,,1,,,,
579,King Triton,887,,,,"Given UC San Diego’s close proximity to the Pacific Ocean and its connections with the Scripps Institute of Oceanography, the nickname of the Tritons became an appropriate one in 1964. The Triton is described as the son of Poseidon and Amphitrite who is a demigod of the sea with lower part of the body like that of a fish. It is known as a mighty and fierce sea warrior.",0,C:\MHOF\DIV-II\CalCollegiate\triton.jpg,http://www.ucsdtritons.com/ViewArticle.dbml?ATCLID=187452,3,,3,,1,,,,
580,Bloomfield Bear,891,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\bear.jpg,,1,,5,,1,,,,
581,Cooper the Cougar,892,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\cooper.png,,1,,6,11,1,,,,
582,Big Griff,893,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\griffen.jpg,,1,,10,39,1,,,,
583,Kernel Cobb,894,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\cobb.jpg,,1,,7,,1,,,,
584,Charger,895,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\charger.jpg,,1,,1,,1,,,,
585,The Falcon,896,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\falcon.jpg,,1,,10,28,1,,,,
586,Roary the Lion,897,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\roary.jpg,,1,,6,3,1,,,,
587,Goldey-Beacom,898,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\goldy.jpg,,3,,3,,1,,,,
588,The Tiger,899,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\holy.jpg,,1,,6,1,1,,,,
589,NO MASCOT,900,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\warriors.png,,5,,,,1,,,,
590,Phil the Ram,903,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\rams.jpg,,1,,14,,1,,,,
591,Swoop the Eagle,901,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\swoop.jpg,,1,,10,23,1,,,,
592,NO MASCOT,902,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\drake.jpg,,5,,,,1,,,,
593,Wiley D. Wildcat,904,,,,,0,C:\MHOF\DIV-II\CentralAtlantic\wiley.jpg,,1,,6,8,1,,,,
594,Bulldog,905,,,,,0,C:\MHOF\DIV-II\CentralInter\bowie.jpg,,1,,2,,1,,,,
595,Murf the Hawk,906,,,,,0,C:\MHOF\DIV-II\CentralInter\murf.jpg,,1,,10,24,1,,,,
596,Viking,907,,,,,0,C:\MHOF\DIV-II\CentralInter\ecsu.jpg,,3,,3,,1,,,,
597,Mr. Bronco,908,,,,,0,C:\MHOF\DIV-II\CentralInter\bronco.jpg,,1,,1,,1,,,,
598,The Golden Bull,909,,,,,0,C:\MHOF\DIV-II\CentralInter\bull.jpg,,1,,16,,1,,,,
599,LU the Lion,910,,,,,0,C:\MHOF\DIV-II\CentralInter\lu.jpg,,1,,6,3,1,,,,
600,Blue Bear,911,,,,,0,C:\MHOF\DIV-II\CentralInter\bluebear.jpg,,1,,5,,1,,,,
601,St. Augustine's College Falcon,912,,,,,0,C:\MHOF\DIV-II\CentralInter\falcon.jpg,,1,,10,28,1,,,,
602,The Bear,913,,,,,0,C:\MHOF\DIV-II\CentralInter\shaw.jpg,,1,,5,,1,,,,
603,Trojan,914,,,,,0,C:\MHOF\DIV-II\CentralInter\trojan.jpg,,3,,3,,1,,,,
604,Panther,915,,,,,0,C:\MHOF\DIV-II\CentralInter\panther.jpg,,1,,6,2,1,,,,
605,Ram,916,,,,,0,C:\MHOF\DIV-II\CentralInter\ram.jpg,,1,,14,,1,,,,
606,Barton Bulldog,917,,,,,0,C:\MHOF\DIV-II\ConferenceCar\barton.jpg,,1,,2,,1,,,,
607,The Crusader,918,,,,,0,C:\MHOF\DIV-II\ConferenceCar\belmontabbey.jpg,,3,,3,,1,,,,
608,Valkyries,919,,,,,0,C:\MHOF\DIV-II\ConferenceCar\valkarie.jpg,,3,,3,,1,,,,
609,The Lion,920,,,,,0,C:\MHOF\DIV-II\ConferenceCar\lion.jpg,,1,,6,3,1,,,,
610,NO MASCOT,921,,,,,0,C:\MHOF\DIV-II\ConferenceCar\fleet.png,,5,,,,1,,,,
611,Twister the King,922,,,,,0,C:\MHOF\DIV-II\ConferenceCar\twister.jpg,,1,,6,3,1,,,,
613,Bernie,924,,,,,0,C:\MHOF\DIV-II\ConferenceCar\bernie.jpg,http://www.golimestonesaints.com/sports/2008/7/24/mascot.aspx?path=cheerleading,1,,2,,1,,,,
614,The Crusader,926,,,,,0,C:\MHOF\DIV-II\ConferenceCar\ngu.jpg,,3,,3,,1,,,,
615,Warrior,927,,,,,0,C:\MHOF\DIV-II\ConferenceCar\swu.jpg,,3,,3,,1,,,,
616,Trojan,925,,,,,0,C:\MHOF\DIV-II\ConferenceCar\trojan.jpg,,3,,3,,1,,,,
617,Willie the Wildcat,929,,,,,0,C:\MHOF\DIV-II\EastCoast\daemen.jpg,,1,,6,8,1,,,,
618,Sir Lancelot the Ocelot,931,,,,,0,C:\MHOF\DIV-II\EastCoast\liu.jpg,,3,,3,,1,,,,
619,Mercy Mavericks,932,,,,,0,C:\MHOF\DIV-II\EastCoast\mercy.jpg,,1,,1,,1,,,,
620,Victor E. Lion,933,,,,,0,C:\MHOF\DIV-II\EastCoast\molloy.jpg,,1,,6,3,1,,,,
